,ID,question_id,expected_output,actual_output,output_ok_or_not,expected_ans,actual_ans,ans_ok_or_not
199,383,Q3,"### Q3:
1

### Q3_just:
The inclusion criteria were as follows:  (1) articles published from January 1, 1950 to January 15, 2015, (2) English-written articles in humans, (3) electronic publications that reported cases of GT fracture, (4) both retrospective and prospective series, (5) cases with MRI study, and (6) articles that described a treatment protocol for the fracture.","### Q3:
1

### Q3_just:
The inclusion criteria were as follows: (1) articles published from January 1, 1950 to January 15, 2015, (2) English-written articles in humans, (3) electronic publications that reported cases of GT fracture, (4) both retrospective and prospective series, (5) cases with MRI study, and (6) articles that described a treatment protocol for the fracture.",False,1,1,True
200,385,Q3,"### Q3:
1

### Q3_just:
Inclusion/exclusion criteria:  concerning patients, case series or case reports, no review, no phantom models, no cadaver study. Papers selected that report on ABI, may be in combination with CI. Papers selected that report on at least one case of ABI in a non-NF2 patient;","### Q3:
1

### Q3_just:
Inclusion/exclusion criteria: concerning patients, case series or case reports, no review, no phantom models, no cadaver study. Papers selected that report on ABI, may be in combination with CI. Papers selected that report on at least one case of ABI in a non-NF2 patient;",False,1,1,True
201,387,Q3,"### Q3:
1

### Q3_just:
We obtained results from all articles on  extracardiac Fontan procedure and included only articles that described primary ECC Fontan procedure, clearly reported patient selection, clearly reported anticoagulation/antiplatelet therapy, enrolled al least five patients, and described a mean followup period of 2 months or longer. The exclusion criteria specified ongoing studies, irretrievable data, letters to the editor, editorials, reviews, case reports, and comment articles.","### Q3:
1

### Q3_just:
We identified additional references through a manual search of the bibliographies in retrieved articles. We obtained results from all articles on extracardiac Fontan procedure and included only articles that described primary ECC Fontan procedure, clearly reported patient selection, clearly reported anticoagulation/antiplatelet therapy, enrolled al least five patients, and described a mean followup period of 2 months or longer.",False,1,1,True
202,388,Q3,"### Q3:
1

### Q3_just:
Inclusion criteria are as follows:  (1) all studies with intervention for PCSwith themethod of intervention identified as percutaneous; (2) a minimum sample size of 10 study participants, excluding case reports or small case series; (3) studies that report assessment of patient symptoms pre- and posttreatment. Fourteen studies met inclusion criteria.","### Q3:
1

### Q3_just:
Inclusion criteria are as follows: (1) all studies with intervention for PCSwith themethod of intervention identified as percutaneous; (2) a minimum sample size of 10 study participants, excluding case reports or small case series; (3) studies that report assessment of patient symptoms pre- and posttreatment.",False,1,1,True
203,389,Q3,"### Q3:
1

### Q3_just:
All eligible studies were included if they met the predetermined inclusion and exclusion criteria detailed in the PICOS model (Table 1).  There was no language restriction, nor filters applied to the search.","### Q3:
1

### Q3_just:
All eligible studies were included if they met the predetermined inclusion and exclusion criteria detailed in the PICOS model (Table 1).",False,1,1,True
204,392,Q3,"### Q3:
1

### Q3_just:
A priori defined eligibility criteria were established.  All original studies that investigated the influence of skeletal muscle mass by means of abdominal CT in patients who underwent liver transplantation or were registered on the waiting list were identified  by a systematic search performed in EMBASE, PubMed, and Web of Science, which was limited to English-language articles published between January 2000 and February 2015.","### Q3:
1

### Q3_just:
All original studies that investigated the influence of skeletal muscle mass by means of abdominal CT in patients who underwent liver transplantation or were registered on the waiting list were identified by a systematic search performed in EMBASE, PubMed, and Web of Science, which was limited to English-language articles published between January 2000 and February 2015. The following search terms were used: (â€œsarcopenia:â€de,ab,ti OR â€œanalytic morphomics:â€de,ab,ti OR â€œbody composition:â€de,ab,ti OR â€œmuscle depletion:â€de,ab,ti OR â€œmuscle mass:â€de,ab,ti OR â€œpsoas area:â€de,ab,ti OR â€œmyopenia:â€de,ab,ti OR â€œcore muscle:â€de,ab,ti OR â€œlean body mass:â€de,ab,ti OR â€œmuscular atrophy:â€de,ab,ti) AND (â€œliver transplantation:â€de,ab,ti). Similar queries were used for PubMed and Web of Science. All abstracts describing the prevalence of or predictive value for complications and survival of sarcopenia in patients awaiting or undergoing liver transplantation were further assessed. Studies that measured muscle mass with other means than CT were excluded. Only original studies were included. Case reports, review articles, opinion articles, and experimental studies were excluded. The methodological quality of the included studies was independently assessed by two investigators using the Newcastleâ€“Ottawa Quality Assessment Scale for Cohort Studies for each a priori defined outcome measure (10). This is a 10-point scale, with 0 indicating â€œpoorest qualityâ€ and 9 indicating â€œhighest quality.â€ Quality assessment was performed separately for short- and long-term outcomes. Two investigators independently extracted data regarding study design and results, including age, gender distribution, patient selection, indication for liver transplantation or disease etiology, body mass index (BMI), albumin level, MELD score, presence of cirrhosis, details on skeletal muscle mass measurement methods, prevalence of sarcopenia, waiting list mortality, posttransplantation mortality and complications, length of intensive care unit (ICU) and hospital stay, graft survival, and overall survival. Random effects models were used to calculate summary estimates and to adjust for potential heterogeneity. Studies were weighted according to the inverse of the variance of the log HR. Overall effects were assessed by using the Ztest, and heterogeneity was tested by using Cochranâ€™s v2 test. The I2 statistic was used to assess heterogeneity, which was defined as low, moderate, or high with I2 values >25%, >50%, and >75%, respectively (11). If a research group contributed multiple studies with (partly) overlapping cohorts or relevant data were missing in the articles, the research group was contacted to provide additional data. If these data could not be provided, only the most relevant study was entered into the meta-analysis. Two-sided p-values",False,1,1,True
205,393,Q3,"### Q3:
1

### Q3_just:
The following inclusion criteria were adopted based on the PICOS criteria:  (P) Patients: Those patients with various dentofacial deformities who were undergoing orthognathic surgery. (I) Intervention: Patients with/without preexisting TMDs undergoing orthodontic treatment in conjunction with orthognathic surgery; (C) Comparator: Those patients with no congenital deformities, physical disabilities, or previous jaw surgery, and with good maxillomandibular relations and normal occlusion; (O) Outcomes: Rate of prevalence and RR of signs and symptoms of TMDs in orthognathic surgery patients and the control group. (S) Study design: Clinical human studies, including controlled trials, controlled clinical trials, retrospective studies and case series with the aim of comparing signs and symptoms of TMD before and after orthognathic surgery to a control group.","### Q3:
1

### Q3_just:
The following inclusion criteria were adopted based on the PICOS criteria: (P) Patients: Those patients with various dentofacial deformities who were undergoing orthognathic surgery. (I) Intervention: Patients with/without preexisting TMDs undergoing orthodontic treatment in conjunction with orthognathic surgery; (C) Comparator: Those patients with no congenital deformities, physical disabilities, or previous jaw surgery, and with good maxillomandibular relations and normal occlusion; (O) Outcomes: Rate of prevalence and RR of signs and symptoms of TMDs in orthognathic surgery patients and the control group. (S) Study design: Clinical human studies, including controlled trials, controlled clinical trials, retrospective studies and case series with the aim of comparing signs and symptoms of TMD before and after orthognathic surgery to a control group.",False,1,1,True
206,394,Q3,"### Q3:
1

### Q3_just:
Studies were included if the purpose of the study was to examine one or more of the following psychometric properties of  the EDE or EDE-Q: testâ€“retest reliability, inter-rater reliability, internal consistency, content validity, criterion-oriented validity, or construct validity. The literature search was inclusive of studies that assessed the psychometric properties of the four cognitive subscales (Restraint, Eating Concern, Shape Concern, and Weight Concern), Objective Bulimic Episodes (OBEs), and Subjective Bulimic Episodes (SBEs), self-induced vomiting, laxative misuse, diuretic misuse, or excessive exercise.","### Q3:
1

### Q3_just:
Studies were included if the purpose of the study was to
examine one or more of the following psychometric properties of the EDE or
EDE-Q: testâ€“retest reliability, inter-rater reliability, internal consistency,
content validity, criterion-oriented validity, or construct validity. The
literature search was inclusive of studies that assessed the psychometric
properties of the four cognitive subscales (Restraint, Eating Concern, Shape
Concern, and Weight Concern), Objective Bulimic Episodes (OBEs), and Subjective
Bulimic Episodes (SBEs), self-induced vomiting, laxative misuse, diuretic
misuse, or excessive exercise.",False,1,1,True
207,395,Q3,"### Q3:
1

### Q3_just:
This identified 1747 studies,  of which 42 were original controlled studies investigating the association between the composition of the intestinal microbiota and allergic sensitization, eczema, or asthma in neonates and children.  Studies in which no healthy control subjects were included or studies in which probiotics or bacterial lysate were given as an intervention were excluded from this review.","### Q3:
0

### Q3_just:
There is no information on this item in the methodology provided.",False,1,0,False
208,396,Q3,"### Q3:
1

### Q3_just:
A systematic literature search was conducted for articles published between January 1, 1990 and December 31, 2008.  The primary outcome was to trace all literature containing original data on incidence/prevalence of trismus as well as the impact on oral-health-related quality of life, economic burden, and management strategies for trismus in cancer patients undergoing head and neck surgery, radiotherapy, or combined treatment modalities.","### Q3:
1

### Q3_just:
The primary outcome was to trace all literature containing original data on incidence/prevalence of trismus as well as the impact on oral-health-related quality of life, economic burden, and management strategies for trismus in cancer patients undergoing head and neck surgery, radiotherapy, or combined treatment modalities.",False,1,1,True
209,397,Q3,"### Q3:
1

### Q3_just:
Two authors independently selected studies for inclusion (A. D.-C. and P. C.-F.).  Studies were considered eligible if they fulfilled the following criteria:   (1) included patients with OLB performed after ARDS diagnosis, (2) included a clear definition of ARDS and DAD, (3) included the histologic results of the OLB (presence or absence of DAD), and (4) included mortality from DAD and non-DAD groups. Studies were excluded if they (1) were conducted solely on a specific histology subgroup (eg, DAD) and (2) included fewer than 5 patients.","### Q3:
1

### Q3_just:
Studies were considered eligible if they fulfilled the following
criteria: (1) included patients with OLB performed after ARDS diagnosis, (2)
included a clear definition of ARDS and DAD, (3) included the histologic
results of the OLB (presence or absence of DAD), and (4) included mortality from
DAD and non-DAD groups.",False,1,1,True
210,398,Q3,"### Q3:
1

### Q3_just:
The papers retrieved following the first general search were evaluated based on title and abstract in order to exclude duplicates and those not focused on ARFD knowledge (by instance papers about sexuality, contraception, pregnancy and abortion). Because we aimed to evaluate ARFD knowledge in people not concerned by a medical condition or treatment threatening fertility (e.g. VIH, cancer), papers on gametes cryopreservation for medical reasons were also excluded.  Inclusion and exclusion criteria are summarized in Table 1.","### Q3:
1

### Q3_just:
The
papers retrieved following the first general search were evaluated based on
title and abstract in order to exclude duplicates and those not focused on
ARFD knowledge  Selected
articles were full-text reviewed to determine if they evaluated ARFD qualitatively
or quantitatively. Only papers evaluating the following questions quantitatively
were retained: What is the most fertile age for a woman? (Q1). When there is a
slight decrease in female fertility? (Q2) and, When there is a marked decrease
in female fertility? (Q3). Each paper was independently judged by two of the
authors (D.G. and S.B.), who finally agreed on the inclusion of 41 publications.",False,1,1,True
211,399,Q3,"### Q3:
1

### Q3_just:
Studies concerning the use of a cadaver model to explore cardiac arrest pathophysiology or to assess the effectiveness of a new CPR method, as well as studies using HCMs to simulate cardiac arrest for learning and/or teaching goals, were eligible for this systematic review . Cadaver models used for any fields other than CPR or cardiac arrest and studies on animals were excluded. Cadaver models that could be included in this study were identified through a systematic literature review (Fig. 1).","### Q3:
1

### Q3_just:
Studies concerning the use of a cadaver model to explore cardiac arrest pathophysiology or to assess the effectiveness of a new CPR method, as well as studies using HCMs to simulate cardiac arrest for learning and/or teaching goals, were eligible for this systematic review.",False,1,1,True
212,400,Q3,"### Q3:
1

### Q3_just:
RCTs were included based on the following criteria: (I) Studies which examined the efficacy and safety of TPORAs use in children with chronic ITP. (II) Studies in which population were children with a clinical diagnosis of chronic ITP and a platelet count","### Q3:
1

### Q3_just:
RCTs were included based on the following criteria:
 (I) Studies which examined the efficacy and safety of TPORAs use in 
children with chronic ITP. (II) Studies in which population were 
children with a clinical diagnosis of chronic ITP and a platelet count 
",False,1,1,True
213,401,Q3,"### Q3:
1

### Q3_just:
Randomized controlled trials (RCTs) that evaluated different ventilation
strategies for obese patients undergoing bariatric surgery, under general
anesthesia, regardless of age and gender, were included.","### Q3:
1

### Q3_just:
Randomized controlled trials (RCTs) that evaluated different ventilation strategies for obese patients undergoing bariatric surgery, under general anesthesia, regardless of age and gender, were included. Obesity was defined as BMI greater than 30 Kg/m2 [10].",False,1,1,True
214,402,Q3,"### Q3:
1

### Q3_just:
Inclusion criteria in this meta-analysis were
randomized clinical trials (RCTs) involving Ex-DCR or En-DCR comparing outcomes
of surgeries with or without the use of MMC.","### Q3:
1

### Q3_just:
Inclusion criteria in this meta-analysis were randomized clinical trials (RCTs) involving Ex-DCR or En-DCR comparing outcomes of surgeries with or without the use of MMC. Participants were adult patients with primary acquired NLDO. The intervention group was comprised of patients with primary acquired NLDO who underwent Ex-DCR or En-DCR with the use of mitomycin. The control group was comprised of patients with primary acquired NLDO who underwent Ex-DCR or En-DCR without the use of MMC. All studies included were required to provide the success rates of both the MMC and control groups, and the follow-up time was up to 3 months.",False,1,1,True
215,403,Q3,"### Q3:
1

### Q3_just:
Studies estimating the frequency of either the
FM or the PM allele in any population were considered relevant, and no limit
was placed on language or date of publication. Only primary publications were
considered, including both retrospective and prospective studies; reviews and
editorials were excluded. Studies assessing three types of population were
considered: (1) total population studies assessed the whole population without
any selection bias; these studies were typically screening studies of pregnant
women and random newborns; (2) normal population studies assessed healthy
individuals without any intellectual disability. Studies in normal populations
were used only to assess the carrier frequency of FMR1 mutations in females,
because these individuals are usually considered to be healthy; (3) populations
with intellectual disability were defined individually in each study;
definitions included children enrolled in special education classes, those with
an IQ of less than 70, or those identified by cognitive, behavioral, and/or
physical assessment.","### Q3:
1

### Q3_just:
Studies estimating the frequency of either the FM or the PM allele in any population were considered relevant, and no limit was placed on language or date of publication. Only primary publications were considered, including both retrospective and prospective studies; reviews and editorials were excluded. Studies assessing three types of population were considered: (1) total population studies assessed the whole population without any selection bias; these studies were typically screening studies of pregnant women and random newborns; (2) normal population studies assessed healthy individuals without any intellectual disability. Studies in normal populations were used only to assess the carrier frequency of FMR1 mutations in females, because these individuals are usually considered to be healthy; (3) populations with intellectual disability were defined individually in each study; definitions included children enrolled in special education classes, those with an IQ of less than 70, or those identified by cognitive, behavioral, and/or physical assessment.",False,1,1,True
216,404,Q3,"### Q3:
1

### Q3_just:
Inclusion criteria were as follows: 1) original study
reporting unique individual patient-level data; 2) patients underwent
tonsillectomy by any technique; 3) two groups assessed, those who received
ketorolac in the perioperative period and those who did not.","### Q3:
1

### Q3_just:
Inclusion criteria were as follows: 1) original study
reporting unique individual patient-level data; 2) patients underwent
tonsillectomy by any technique; 3) two groups assessed, those who received
ketorolac in the perioperative period and those who did not.",False,1,1,True
217,405,Q3,"### Q3:
1

### Q3_just:
Studies were included if they represented
peer-reviewed manuscripts and quantified more than 15 PK cases and their
indications based on either clinical or on histopathological diagnosis.","### Q3:
1

### Q3_just:
A systematic review of journal articles reporting indications for PK was performed according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses statement.10 Studies were included if they represented peer-reviewed manuscripts and quantified more than 15 PK cases and their indications based on either clinical or on histopathological diagnosis.",False,1,1,True
218,406,Q3,"### Q3:
1

### Q3_just:
Eligible studies were randomized controlled
trials or observational studies comparing NITLs to thoracoscopic lobectomies
under GA.","### Q3:
1

### Q3_just:
Eligible studies were randomized controlled trials or
observational studies comparing NITLs to thoracoscopic lobectomies under GA.",False,1,1,True
219,407,Q3,"### Q3:
1

### Q3_just:
Articles were included in the meta-analysis if
they satisfied the following criteria: (1) quantitatively comparative design
involving consecutive patients; (2) patients were diagnosed with definite,
probable, probable (laboratory-supported), or possible ALS according to the El
Escorial revised criteria (20), without restrictions on gender, age or other major
patient characteristics; (3) impact of BMI or obesity was analyzed
independently of other comorbidities; (4) the primary outcome was overall survival
(OS), and adequate data were reported to estimate odds ratios (ORs), relative
risks (RRs) and hazard ratios (HRs); and (5) studies were published as
full-text articles in peer-reviewed English-language journals.","### Q3:
1

### Q3_just:
Articles were included in the meta-analysis if they
satisfied the following criteria:  (1) quantitatively comparative design
involving consecutive patients; (2) patients were diagnosed with definite,
probable, probable (laboratory-supported), or possible ALS according to the El
Escorial revised criteria (20), without restrictions on gender, age or other
major patient characteristics; (3) impact of BMI or obesity was analyzed
independently of other comorbidities; (4) the primary outcome was overall survival
(OS), and adequate data were reported to estimate odds ratios (ORs), relative
risks (RRs) and hazard ratios (HRs); and (5) studies were published as full-text
articles in peer-reviewed English-language journals.",False,1,1,True
220,408,Q3,"### Q3:
1

### Q3_just:
Manuscripts describing the use of GM-EIA and
BDG were identified Only manuscripts published before incorporation of both assays into the
EORTC/MSG definitions were included.","### Q3:
1

### Q3_just:
For clinical evaluation, factors deemed
important with respect to diagnostic use were identified (Table â€‹(Table1).1).",False,1,1,True
221,409,Q3,"### Q3:
1

### Q3_just:
inclusion criteria were studies that assessed social competence, prosocial
behaviour and/or social initiative in relation to psychopathology in preschool
age children (around 3â€“6 years). Psychopathology could be examined on a
dimensional level (externalizing or internalizing symptoms) or on a categorical
level (concrete disorders such as depression or anxiety).","### Q3:
1

### Q3_just:
Thus, inclusion criteria were studies that assessed social competence, prosocial behaviour and/or social initiative in relation to psychopathology in preschool age children (around 3â€“6 years).",False,1,1,True
222,410,Q3,"### Q3:
1

### Q3_just:
We included studies of any design that had investigated the impact on the
host population of any â€œone off,â€ international, multi-sport event focused on a
single city or area that took place between January 1978 and January 2008. We
did not include earlier events because of the increasing focus by host cities
on the potential for legacyâ€”rather than national showcasingâ€”after 1978.","### Q3:
1

### Q3_just:
We included studies of any design that had investigated the impact on the host population of any â€œone off,â€ international, multi-sport event focused on a single city or area that took place between January 1978 and January 2008.",False,1,1,True
223,411,Q3,"### Q3:
0

### Q3_just:
There is no information on this item in the methodology provided.","### Q3:
1

### Q3_just:
Inclusion criteria
Research articles with full text,
Articles with abstract in English.",False,0,1,False
224,412,Q3,"### Q3:
1

### Q3_just:
We included randomized, head-to-head comparisons of oral SGAs in adults with
schizophrenia or schizoaffective disorder which reported on treatment
discontinuation, whether randomization occurred during the acute or maintenance
phase. As we aimed to focus on the comparative long-term effectiveness of SGAs,
we only included head-to-head studies lasting â‰¥6 months. 
 We excluded studies with >20% of non-schizophrenia/schizoaffective
disorder patients. As long-acting injectable formulation enhances the adherence
and therefore has a significant impact on long-term outcome13, 14, we excluded
studies on long-acting antipsychotics.","### Q3:
1

### Q3_just:
We included randomized, headâ€toâ€head comparisons of oral
SGAs in adults with schizophrenia or schizoaffective disorder which reported
on treatment discontinuation, whether randomization occurred during the acute
or maintenance phase. As we aimed to focus on the comparative longâ€term
effectiveness of SGAs, we only included headâ€toâ€head studies lasting â‰¥âƒ’6 months.",False,1,1,True
225,413,Q3,"### Q3:
1

### Q3_just:
Studies were eligible if they were published in
English, evaluated one or more opioid medications (administered orally or
transdermally), and reported results (i.e., efficacy, safety, or abuse/misuse
data) on older adults as evidenced by a minimum mean study population age of 60
and older or reported age-stratified results for older subgroups.","### Q3:
1

### Q3_just:
Studies were eligible if they: 1) were published in English; 2) evaluated one or more opioid medications (administered orally or transdermally); and 3) reported results (i.e., efficacy, safety, or abuse/misuse data) on older adults as evidenced by a minimum mean study population age of â‰¥60 years or reported age-stratified results for older age subgroups.",False,1,1,True
226,414,Q3,"### Q3:
1

### Q3_just:
For the initial selection, three independent
reviewers (LBM, PHAC, and OLCJr) analysed the title and/or abstract against the
following inclusion criteria: studies on humans, specific studies using
non-vascularized grafts for segmental mandibular defect restoration, studies
reported in English, and a case series, retrospective study, or prospective
study design; there was no time restriction with regard to publication date.","### Q3:
1

### Q3_just:
For the initial selection, three independent reviewers (LBM, PHAC, and OLCJr) analysed the title and/or abstract against the following inclusion criteria: studies on humans, specific studies using non-vascularized grafts for segmental mandibular defect restoration, studies reported in English, and a case series, retrospective study, or prospective study design",False,1,1,True
227,415,Q3,"### Q3:
1

### Q3_just:
Inclusion criteria were as follows: 1) patients
had ossification of the vascular pedicle of the FFF; 2) articles were published
in Italian or English.","### Q3:
1

### Q3_just:
Inclusion criteria were as follows:  1) patients had ossification of the vascular pedicle of the FFF; 2) articles were published in Italian or English.",False,1,1,True
228,416,Q3,"### Q3:
1

### Q3_just:
The studies were determined eligible for
inclusion if they were original research studies that reported the results of
radiosurgery for glomus jugulare tumors.","### Q3:
1

### Q3_just:
The studies were determined eligible for inclusion if they were original research studies that reported the results of radiosurgery for glomus jugulare tumors. Reviews were excluded.",False,1,1,True
229,417,Q3,"### Q3:
1

### Q3_just:
To be included, studies had to meet the following a
priori formulated criteria: (1) the study evaluated capacity or performance
measures related to gait function, thus being classified as activity or
participation measures according to the ICF model; (2) constructs included were
walking ability, functional mobility, speed, endurance, and dynamic balance,
and all constructs had to be measured during walking or running, or they were
excluded (eg, cardiorespiratory fitness during bicycle ergonometry); (3) the
study population consisted of 1- to 18-year-old children and youth with
neuromuscular diagnoses or developmental disabilities; (4) the study aim was
the evaluation of reliability, measurement error, or responsiveness of the measure
under question; and (5) articles were published in English or German as
original articles in peer-reviewed journals.","### Q3:
1

### Q3_just:
To be included, studies had to meet the following a priori formulated criteria: (1) the study evaluated capacity or performance measures related to gait function, thus being classified as activity or participation measures according to the ICF model; (2) constructs included were walking ability, functional mobility, speed, endurance, and dynamic balance, and all constructs had to be measured during walking or running, or they were excluded (eg, cardiorespiratory fitness during bicycle ergonometry); (3) the study population consisted of 1- to 18-year-old children and youth with neuromuscular diagnoses or developmental disabilities; (4) the study aim was the evaluation of reliability, measurement error, or responsiveness of the measure under question; and (5) articles were published in English or German as original articles in peer-reviewed journals.",False,1,1,True
230,418,Q3,"### Q3:
1

### Q3_just:
Inclusion criteria were determined a priori.
 Studies were required to assess gait characteristics between footwear in terms
of spatial-temporal variables, kinematics, kinetics, and muscle activity and
behaviour. Participants were to be healthy and able to ambulate independently
such that their gait pattern was considered normal and would not influence
comparisons between footwear conditions. They could be of any age group and
either gender to observe any differences throughout age and include data from
both males and females to draw comparisons from if possible. Overground walking
and treadmill walking were both deemed acceptable in order to access all
studies analysing barefoot walking gait characteristics. Studies of
observational cross-sectional design were included to allow for review of the
comparison between footwear conditions wear inclusive of socks, open-toe
footwear such as sandals or flip-flops and slippers. Observational comparative
studies were deemed suitable if they were comparing between habitually
barefoot, who have grown up and continue to live without wearing shoes, and
habitually shod, who wear shoes on a day-to-day basis, populations to determine
changes which occur over long term use with or without shoes. Case-control
studies were also included providing the control group fitted the participant
criteria and data was available for conclusions to be drawn solely from this
group with regard to footwear intervention. If both groups fitted the
participant criteria, then providing that data was available these were
included and comparisons were focussed on the separate group's response to the
footwear intervention rather than the comparisons between groups. 
 Studies were excluded if the footwear included
any interventions aside from the features included in the original footwear
design such as separate insoles or orthotics. Any studies involving
participants who required a walking aid to ambulate were also excluded along
with participants who had a known previous or current gait disorder or
condition that could influence their gait (unless the study also consists of a
control group through which analysis can be drawn from). Studies were excluded
if they used running, unless a walking test was also completed from which
analysis could be solely focussed. Literature other than peer-reviewed journal
articles and comparative studies were excluded from the review.","### Q3:
1

### Q3_just:
Inclusion criteria were determined a priori. Studies were required to assess gait characteristics between footwear in terms of spatial-temporal variables, kinematics, kinetics, and muscle activity and behaviour. Participants were to be healthy and able to ambulate independently such that their gait pattern was considered normal and would not influence comparisons between footwear conditions. They could be of any age group and either gender to observe any differences throughout age and include data from both males and females to draw comparisons from if possible. Overground walking and treadmill walking were both deemed acceptable in order to access all studies analysing barefoot walking gait characteristics. Studies of observational cross-sectional design were included to allow for review of the comparison between footwear conditions wear inclusive of socks, open-toe footwear such as sandals or flip-flops and slippers. Observational comparative studies were deemed suitable if they were comparing between habitually barefoot, who have grown up and continue to live without wearing shoes, and habitually shod, who wear shoes on a day-to-day basis, populations to determine changes which occur over long term use with or without shoes. Case-control studies were also included providing the control group fitted the participant criteria and data was available for conclusions to be drawn solely from this group with regard to footwear intervention. If both groups fitted the participant criteria, then providing that data was available these were included and comparisons were focussed on the separate group's response to the footwear intervention rather than the comparisons between groups.",False,1,1,True
231,419,Q3,"### Q3:
1

### Q3_just:
Articles
were included if they described a definition of innovation with respect to new
medicines, or referred to a relevant definition published elsewhere. Articles
presenting definitions of innovation in medical devices, surgical techniques,
or service delivery were considered to be outside the scope of this review, and
were excluded.","### Q3:
1

### Q3_just:
Articles were included if they described a definition of innovation with respect to new medicines, or referred to a relevant definition published elsewhere.",False,1,1,True
232,420,Q3,"### Q3:
1

### Q3_just:
Studies
were included if they reported 1) human SSc patients (classified as SSc using
the American College of Rheumatology classification criteria [19], or
physician-based diagnosis), 2) lung transplantation (single lung, double lung
or heart lung transplantation), and 3) reported survival as an outcome. The
primary outcome for this study was death from all causes. Studies were
ineligible if they included 1) only individuals aged","### Q3:
1

### Q3_just:
Titles and abstracts were screened to identify studies
reporting survival post-lung transplantation in SSc patients. Studies were
included if they reported 1) human SSc patients (classified as SSc using the
American College of Rheumatology classification criteria [19], or physician-based
diagnosis), 2) lung transplantation (single lung, double lung or heart lung
transplantation), and 3) reported survival as an outcome.",False,1,1,True
233,421,Q3,"### Q3:
1

### Q3_just:
Prespecified inclusion criteria can be found in the Online Supplement
(supplementary additional information 2). 
 Studies were categorized as comparing dMTE in
IVT-eligible patients (=IVT-E) with IVT+MTE in IVT-eligible patients or
comparing dMTE in IVT-ineligible patients (=IVT-IN) with IVT+MTE in
IVT-eligible patients. Studies reporting on both IVT-E and IVT-IN patients were
included if separate analyses of these groups had been presented in the
published full text article, or if the relevant data discriminating between the
two groups were made available after contacting the respective corresponding
authors. If a study provided comparison of a matched and unmatched control
group, the matched-pair analysis was used for further calculation in order to
reduce the risk of bias. Any matched-pair analysis was excluded from the
analyses regarding risk-factor distribution between dMTE and IVT+MTE patients.","### Q3:
1

### Q3_just:
Prespecified inclusion criteria can be found in the Online Supplement (supplementary additional information 2).",False,1,1,True
234,422,Q3,"### Q3:
1

### Q3_just:
We included all study designs in which the evaluation of the RTW at the individual level was the primary focus. However, editorials, commentaries, other reviews, feasibility studies and theoretical analyses or clinical overviews were excluded.","### Q3:
1

### Q3_just:
We included all study designs in which the evaluation of the RTW at the individual level was the primary focus.",False,1,1,True
235,423,Q3,"### Q3:
1

### Q3_just:
Potential studies were considered eligible for inclusion if the following PICOS criteria were met. Participants: humans with naturally occurring osteoarthritis or joint injury; animals of any species, age or sex with naturally occurring osteoarthritis or joint injury or experimentally induced joint injury; animals with or without joint disease that received intra-articular lubricin supplementation; murine lubricin/Prg4 knockout models or murine models that over-expressed lubricin/PRG4. Interventions: lubricin/PRG4 was measured in cartilage, fibrocartilage, meniscus, SF or synovial membrane, by any method; any formulation of lubricin was supplemented intra-articularly; the phenotype of a genetically modified animal that was deficient in or over-expressed lubricin was described. Comparisons: control interventions included cadaver tissue, contralateral limb if unaffected by disease, alternate area of joint if unaffected by disease, healthy animal, sham surgery, sham injection, vehicle injection, affected joint pre-injury, and wild-type animal. Outcome: reported quantification of lubricin following natural or experimental injury compared to a control or baseline; reported gross morphology, histological evaluation, immunohistochemical or immunofluorescence analysis, biochemical analysis, radiological evaluation, gene expression, or behavior analysis following supplementation of lubricin; reported on phenotype resultant from genetic manipulation of the Prg4 locus. Study Design: controlled studies that assessed lubricin concentration, expression, and/or staining in the joint of humans with joint disease or animals with naturally or experimentally occurring joint disease; controlled studies that assessed the effect of intra-articular lubricin supplementation on osteoarthritis; controlled studies that described the phenotype of lubricin deficient animals.","### Q3:
1

### Q3_just:
Potential studies were considered eligible for inclusion if the following PICOS criteria were met. Participants: humans with naturally occurring osteoarthritis or joint injury; animals of any species, age or sex with naturally occurring osteoarthritis or joint injury or experimentally induced joint injury; animals with or without joint disease that received intra-articular lubricin supplementation; murine lubricin/Prg4 knockout models or murine models that over-expressed lubricin/PRG4. Interventions: lubricin/PRG4 was measured in cartilage, fibrocartilage, meniscus, SF or synovial membrane, by any method; any formulation of lubricin was supplemented intra-articularly; the phenotype of a genetically modified animal that was deficient in or over-expressed lubricin was described. Comparisons: control interventions included cadaver tissue, contralateral limb if unaffected by disease, alternate area of joint if unaffected by disease, healthy animal, sham surgery, sham injection, vehicle injection, affected joint pre-injury, and wild-type animal. Outcome: reported quantification of lubricin following natural or experimental injury compared to a control or baseline; reported gross morphology, histological evaluation, immunohistochemical or immunofluorescence analysis, biochemical analysis, radiological evaluation, gene expression, or behavior analysis following supplementation of lubricin; reported on phenotype resultant from genetic manipulation of the Prg4 locus. Study Design: controlled studies that assessed lubricin concentration, expression, and/or staining in the joint of humans with joint disease or animals with naturally or experimentally occurring joint disease; controlled studies that assessed the effect of intra-articular lubricin supplementation on osteoarthritis; controlled studies that described the phenotype of lubricin deficient animals.",True,1,1,True
